Uniq_Id,International_Package,Package_Type_Budget,Package_Type_Deluxe,Package_Type_Luxury,Package_Type_Premium,Package_Type_Standard,No_Of_Destinations,Count_Of_Nights,Day,Month,Year,Average_Hotel_Ratings,Start_City_Mumbai,Start_City_New_Delhi,No_Of_Airlines,Flights_Stops,Meals,No_Of_Sightseeing_Points,Rule_NA,Rule_1,Rule_2,Rule_3,Per_Person_Price
a1912824279c2bbbfa3481c584ddb7c4,0,0,0,1,0,0,3,5,15,4,2021,4.233333333,0,1,1,0,4,10,0,1,0,0,21751.5
6cbf08446d8919057e7d80fb1e06e723,0,0,0,0,0,1,3,4,24,9,2021,4,0,1,1,2,3,11,0,1,0,0,12527
667806187e7ce471bbbde18af6998064,0,0,0,1,0,0,1,3,26,3,2021,0,1,0,0,0,4,14,1,0,0,0,22910
85d9d9e6f6b2c60c66a6379d8f25323c,0,1,0,0,0,0,1,3,18,1,2022,2.4,0,1,2,2,2,11,0,0,1,0,15827
4016e8cd09f34aca49d22e2877918c6e,0,0,0,0,0,1,5,7,27,2,2021,4,0,1,3,2,3,14,0,1,0,0,15795.5
097ecbfe889be8266ac81a8aad061ac3,0,0,0,1,0,0,4,8,12,7,2021,0,0,1,0,0,4,19,0,1,0,0,24753.5
d0ccc7cea936010d293601420672dde7,0,0,0,0,0,1,3,8,22,5,2021,0,0,1,1,2,3,9,0,1,0,0,28394.5
a18b935c91bb1c6b9881549dca4c8d8e,0,0,0,0,0,1,2,5,8,5,2021,3.75,0,1,1,2,3,8,0,1,0,0,12802
59fdbc41932427dff3790a133ee17be7,0,0,1,0,0,0,3,4,30,3,2021,4,0,1,1,1,3,14,0,1,0,0,13521
4060de6b8cd3c75689fdf913222ac7e1,0,0,0,1,0,0,3,5,7,11,2021,3.833333333,0,1,4,0,4,6,0,1,0,0,24580.5
1acaaa9ec53098533f5999e2ff4de155,0,0,0,0,0,1,2,3,8,10,2021,4.1,0,1,1,2,3,6,0,0,1,0,10039
b50776516822839edd4d9b6db0158c35,0,0,0,1,0,0,2,6,22,11,2021,4.5,1,0,1,0,4,17,0,1,0,0,27722.5
427c986012347caf1f5b44229a918104,0,0,0,0,1,0,2,3,30,3,2021,4.5,1,0,1,0,5,3,0,1,0,0,16653.5
b384fde134a44fc3f0b7bb98d361c7c7,0,0,1,0,0,0,2,3,1,5,2021,4,0,1,1,1,3,3,0,1,0,0,14085.5
9a4cfd3a08b761944c292fa80a8fcdab,0,0,0,0,0,1,2,3,8,5,2021,3.8,1,0,1,2,3,8,0,0,1,0,10929.5
8bcfddd5a1eb3354f7dc1038840bf0d5,0,0,0,0,0,1,4,7,2,9,2021,3.25,1,0,1,2,3,9,0,1,0,0,16384
641b37bb7a32f7500caa86eabad536ec,0,0,1,0,0,0,3,5,3,8,2021,4,1,0,1,1,3,11,0,1,0,0,24800.5
496a618b5b39fc4da4020173fdef2920,0,0,0,1,0,0,2,3,17,9,2021,4.45,0,1,1,0,4,11,0,1,0,0,22166
5f2c43b92b1368cb55a7d26c20e66fac,1,0,0,0,0,1,2,6,5,1,2022,3,0,1,5,2,3,2,0,1,0,0,49045
b6c222c684f16a72ad32aff99e1373a1,0,0,0,0,1,0,3,6,8,12,2021,4.5,0,1,2,0,5,12,0,1,0,0,39963
08aa4155ed11dc2c09db75868f3d748a,0,0,0,1,0,0,1,3,12,5,2021,4.8,1,0,1,0,4,4,0,0,1,0,55444.5
dfeffede6fdff3a7ad3e7ba5cbe4b20c,0,0,1,0,0,0,3,6,6,5,2021,3.666666667,1,0,1,1,3,12,0,1,0,0,26249
40fd602364f74110a324e1d235725afe,0,0,0,0,1,0,3,6,22,9,2021,4.35,1,0,2,0,5,7,0,1,0,0,44067
d9ac60309bcaf614696e36255f2f0465,0,0,0,0,1,0,5,9,22,4,2021,4.18,1,0,1,0,5,3,0,1,0,0,50183
585ce44271363c937ed779065acd5a93,0,0,0,0,1,0,3,5,23,12,2021,3.833333333,0,1,2,0,5,6,0,1,0,0,26163
541685148326861c4e7b55b4d71488f0,0,0,0,0,1,0,2,4,7,9,2021,4.55,0,1,1,0,5,4,0,1,0,0,15889
ccaa1f89da263261639d5f63b2b2a574,0,0,0,0,0,1,1,3,17,12,2021,0,0,1,0,2,3,6,0,0,1,0,7311.5
30ee2d513cf4ce9f1baa7deccd3e576f,0,0,0,0,0,1,1,2,15,9,2021,4.5,0,1,0,2,3,3,0,0,1,0,5818
b36b39c19ef44ec962320dec904e7a8d,0,0,1,0,0,0,1,5,14,5,2021,3.6,1,0,2,1,3,8,0,1,0,0,12699
93e620cccee6d264b91aefb07e56ace5,0,0,0,0,0,1,4,4,1,2,2021,4,0,1,4,2,3,12,0,1,0,0,22074.5
fb941d2ab26d83cace18e8cb08b5c696,0,0,0,0,0,1,1,2,22,2,2021,0,1,0,1,2,3,2,0,0,1,0,6362.5
13ad43e178e48a350455efb9a6ecb86e,0,0,0,0,0,1,4,6,26,10,2021,0,1,0,0,2,3,13,0,1,0,0,13548
2b9b3102a39d177c45cbd53d06eb1a89,0,0,0,1,0,0,3,3,9,10,2021,4.366666667,0,1,3,0,4,6,0,1,0,0,17116
db6accd04b0d15c7cb5f89f1d54282b8,0,0,0,0,1,0,1,4,27,5,2021,4.1,0,1,1,0,5,0,0,1,0,0,15637.5
4ea42eb65a7ac7c03d87c52ca26e0fb4,0,0,0,0,1,0,2,5,26,7,2021,4,0,1,3,0,5,3,0,1,0,0,20032.5
8d2abbf2cf9df8a8a691bfb003785102,0,0,1,0,0,0,4,7,4,2,2022,4.3,0,1,1,1,3,13,0,1,0,0,27453
96a88bf94efc1f45f509a1eb5e0a9cee,0,0,1,0,0,0,5,8,25,8,2021,4.06,0,1,1,1,3,14,0,1,0,0,18888.5
8ff410ee48c75f4d8963c570914c58e9,0,0,0,0,1,0,3,6,9,9,2021,4.433333333,0,1,1,0,5,13,0,1,0,0,26183
9d22b15e32201b659bac2197aded3f90,0,0,0,0,1,0,1,3,3,5,2021,0,0,1,0,0,5,14,0,0,1,0,23723.5
a09c7abbadd0da8f9c8f4a87066ee590,0,0,0,0,0,1,1,3,11,10,2021,3.8,0,1,1,2,3,0,0,1,0,0,12842.5
54f2de37fe77c8ed79b1f57b07656c32,0,0,1,0,0,0,2,5,25,5,2021,4.05,1,0,1,1,3,8,0,1,0,0,18986
12260151200cfb4b3107db1cf04da8d8,0,0,0,0,0,1,4,8,25,8,2021,0,1,0,0,2,3,19,0,1,0,0,16037
1cb91015e58dd1139496bd29ea188b23,0,0,0,1,0,0,2,4,5,10,2021,4.45,1,0,1,0,4,7,0,1,0,0,16777.5
d8b30b7a4a2989c9054b2a04ba6c10ee,0,0,0,0,1,0,1,3,10,5,2021,4.1,0,1,0,0,5,1,0,0,1,0,7756
9291254e54adabc08c531f5a0873d294,0,0,0,0,1,0,2,5,21,12,2021,4.5,1,0,1,0,5,7,0,1,0,0,27849
a790cd51c081d1971c3e2f21e123da4f,0,0,0,0,0,1,2,4,17,2,2021,3.8,0,1,1,2,3,4,0,1,0,0,14366.5
17415204b7db827db3d3e8a00725c218,0,0,1,0,0,0,1,3,9,6,2021,4.1,0,1,1,1,3,5,0,1,0,0,15682.5
0d40e032951600eac813e3fca3a2a4aa,0,0,0,0,1,0,2,3,14,4,2021,5,1,0,1,0,5,3,0,1,0,0,19114.5
23c456fb144193509d00d61deb3b722a,0,0,0,1,0,0,3,5,20,10,2021,4.433333333,0,1,2,0,4,9,0,1,0,0,21828.5
306f258a06162ac5d63babb5ae68d53a,0,0,0,0,0,1,3,5,20,9,2021,4.1,0,1,2,2,3,9,0,1,0,0,31335
62701b6e0378f50e4a964708e607f62a,0,0,0,0,0,1,1,4,4,7,2021,4,0,1,2,2,3,8,0,1,0,0,12323.5
38c2fab5abfc236a10c142b286ea5b56,0,0,0,0,0,1,4,5,24,3,2021,4.1,1,0,1,2,3,9,0,1,0,0,21976
cbe771c9a13801bc14dbf7d6f3a5a245,0,0,0,0,1,0,5,8,13,6,2021,5,1,0,1,0,5,14,0,1,0,0,50177.5
3965566445889ea777ca9321410bd723,0,0,1,0,0,0,5,9,12,2,2021,4.25,0,1,1,1,3,3,0,1,0,0,36724
31f8b179490cb3ccad8f92270d8c3941,0,0,0,0,0,1,5,10,10,9,2021,4,0,1,1,2,3,7,0,1,0,0,27049
8f54f34152afcd5a27e67952bd2b2619,0,0,0,0,0,1,1,3,15,11,2021,4,1,0,1,2,3,7,0,1,0,0,16501.5
358b70aba56f5e7e1591ee783d4fccae,0,0,0,1,0,0,2,5,21,2,2022,0,0,1,0,0,4,8,0,1,0,0,15773
2ce2e29afefc71af1b5fd7da14ab3877,0,0,0,0,0,1,1,3,4,12,2021,2.9,0,1,2,2,3,12,0,1,0,0,21534.5
94ebf7241bdaeb6f7291723bb49f6fe2,0,0,0,0,1,0,1,2,25,9,2021,0,0,1,1,0,5,3,0,1,0,0,9065
17616c6d4779dd4cc5e903b4f745092f,0,0,0,0,0,1,1,3,25,9,2021,4.2,1,0,2,2,3,8,0,1,0,0,9075
7f328282c85215a25c8a797160e74585,0,0,0,0,0,1,1,3,20,8,2021,3.8,0,1,1,2,3,8,0,0,1,0,8798
efe14e8added201f35160179433d60e1,0,0,1,0,0,0,2,4,24,1,2022,3.95,0,1,2,1,3,9,0,1,0,0,14794
a64612f6e549c44cf4c9c61f86dfbd1c,0,0,0,0,0,1,3,6,30,1,2021,0,0,1,0,2,3,17,0,1,0,0,15181.5
319ac3af0d916ca4c7e9b701e5eda88d,0,0,0,0,1,0,2,5,21,4,2021,4,1,0,1,0,5,10,0,1,0,0,21972.5
819d9aa6026bfdb146f56c5a1dbd556e,0,0,0,0,0,1,1,2,8,9,2021,0,0,1,0,2,3,3,0,0,1,0,4623.5
81957eb08f3b8f5975da1f91422f4bb4,0,0,0,0,0,1,2,6,22,5,2021,3.85,0,1,2,2,3,9,0,1,0,0,13397.5
c4836592471d0ab32868e6ecb0cc8979,0,0,0,0,1,0,1,3,15,9,2021,0,1,0,0,0,5,6,0,0,1,0,8446.5
0c7f683775567bba94f2a7851e625027,0,0,0,0,0,1,2,3,5,4,2021,0,0,1,0,2,3,2,0,0,1,0,3875
effef79c793bfe2b7f78c54d3008abd5,0,0,0,0,0,1,3,6,18,9,2021,4,0,1,1,2,3,9,0,1,0,0,24202.5
382901eb8bc97e88473e1cb5779fd111,0,0,0,0,1,0,1,3,6,11,2021,0,1,0,0,0,5,14,1,0,0,0,22402
202ae4b540e3ab6487acbcf50b2482f2,0,0,0,0,0,1,2,3,18,10,2021,3.9,1,0,1,2,3,7,0,0,1,0,9819
af69fbca7514aecce3a9e696db5db1e3,0,0,0,0,1,0,3,4,15,10,2021,0,0,1,0,0,5,11,0,1,0,0,13579
28f3ad685efc5886417ab860c5e101ea,0,0,0,1,0,0,1,3,22,10,2021,4.1,0,1,2,0,4,6,0,0,1,0,25154
46ebbb3ada1a0928d03e7ab1329c4440,0,0,1,0,0,0,4,6,24,2,2021,0,0,1,2,1,3,4,1,0,0,0,14570
d70beaeed8c121f50b21f7704af0900c,0,0,1,0,0,0,1,2,3,2,2022,0,1,0,0,1,3,1,0,1,0,0,6521
c334f8331f2981d2f1e9d37368a6c7a8,0,0,0,0,0,1,2,4,1,3,2021,0,0,1,0,2,3,5,0,1,0,0,9314
6c604c6c75994d0a0660ed5141eab45b,0,0,0,0,0,1,5,8,22,8,2021,3.94,1,0,1,2,3,14,0,1,0,0,19242.5
db3a6a8862099c12df2a49659bc45439,0,0,0,0,0,1,1,3,3,10,2021,0,1,0,0,2,3,6,1,0,0,0,5790.5
64597f77aa3dd16e98de0d25845d3e7e,0,0,1,0,0,0,1,3,7,3,2021,3.5,1,0,1,1,3,6,0,0,1,0,12628.5
c589d1002ff0e699bfceae03b14d4131,0,0,0,0,1,0,3,7,16,5,2021,4.233333333,1,0,1,0,5,10,0,1,0,0,43934.5
d48dc04b931b3a110215aab729aadff8,0,0,1,0,0,0,4,5,23,8,2021,4.05,1,0,1,1,3,9,0,1,0,0,28707
94d45b6f1772599f12456b340a34115a,1,0,0,0,0,1,1,5,30,4,2021,4.5,0,1,2,2,3,2,0,1,0,0,21622
9a2a5a1044be3989efbb8106b2874d69,0,0,1,0,0,0,4,7,26,10,2021,4.05,1,0,1,1,3,13,0,1,0,0,23886
9c088a9b29e1d58fec3c7ccad1e033d8,0,0,0,0,1,0,2,3,28,11,2021,4.5,1,0,1,0,5,3,0,1,0,0,17075.5
e5ad76c3bf7a4559a01f3bda4877a1e5,0,0,0,1,0,0,4,7,25,5,2021,0,1,0,0,0,4,8,1,0,0,0,29249
d891b90dece4e9f6f7b738331ede378b,0,0,0,0,1,0,3,5,15,10,2021,4.433333333,0,1,2,0,5,17,0,1,0,0,34052
3f46bba0b9947a0d6c1bb8a7e79aacd7,0,0,0,1,0,0,1,3,18,5,2021,4.3,0,1,1,0,4,4,0,0,1,0,11044
4bdc9dfbd5a4e3e66bd204ec58358bfc,0,0,0,0,1,0,1,2,17,3,2021,4.6,0,1,1,0,5,4,0,0,1,0,18495.5
9b07c5b7384cb7e0e9f46146249c370c,0,0,1,0,0,0,1,2,27,3,2021,4.2,0,1,1,1,3,0,0,0,1,0,7950
7354f4cf1226c17cb6067e0cf460617d,0,0,1,0,0,0,1,3,19,4,2021,4,1,0,4,1,3,2,0,0,1,0,30998
b0f15dee44ed0d54dba54df1287af97b,0,0,1,0,0,0,1,3,8,3,2021,0,1,0,1,1,3,0,0,1,0,0,11778.5
ea50e664a46892391b459c324fecb18b,0,0,1,0,0,0,3,6,23,7,2021,4.3,1,0,1,1,3,12,0,1,0,0,26236
a07ac082da8bded1c000b1bead8c23e9,0,0,0,1,0,0,1,2,10,7,2021,0,1,0,0,0,4,6,1,0,0,0,7981.5
31290cce336a18ce61199cd2fe14f82b,0,0,1,0,0,0,2,5,28,8,2021,0,1,0,0,1,3,10,0,1,0,0,12446
9d9555bbf6af7678e67d2fc88ff2260f,0,0,0,0,1,0,1,2,22,2,2021,0,1,0,0,0,5,5,0,1,0,0,5830.5
5dae12402c4d724daad9f2aa351594ed,0,0,1,0,0,0,2,3,9,8,2021,3.75,0,1,1,1,3,8,0,1,0,0,16509.5
6349ac2327727b71d8501ffd84b5659c,0,0,0,0,1,0,2,4,18,10,2021,3.05,0,1,1,0,5,8,0,1,0,0,32216
5a266bd7b1aa01dbf848b47da6fbe0fe,0,0,1,0,0,0,4,8,10,7,2021,3.8,1,0,2,1,3,4,0,1,0,0,23099
c16d4d7160acf394bae28cb2078920a2,0,0,1,0,0,0,1,2,24,4,2021,3.7,0,1,1,1,3,2,0,1,0,0,13581.5
1ca81e27004ec425a2437116daa4308c,0,0,1,0,0,0,3,5,30,8,2021,3.866666667,0,1,1,1,3,17,0,1,0,0,14835.5
86599167db5ebdff98691ed3239ef339,0,0,0,0,1,0,3,5,2,6,2021,4.466666667,1,0,2,0,5,4,0,1,0,0,25352
b6bb10a280a1de53c166c06947d5fa2e,0,0,1,0,0,0,1,2,20,3,2021,0,0,1,1,1,3,4,0,0,1,0,6570.5
4bd0c22c4021f37913b7eb958eeeafbd,0,0,0,1,0,0,4,5,29,8,2021,4.5,0,1,1,0,4,10,0,1,0,0,17740.5
9f2f51cb445f3c2dc90af3e2a2b242bb,0,0,0,0,0,1,1,4,3,1,2022,3,1,0,0,2,3,11,0,1,0,0,9170.5
98cbfa0c1323a9642c404e6b8004bd45,0,0,0,0,0,1,4,7,18,2,2021,3.85,0,1,1,2,3,9,0,1,0,0,13026
a8dfc79a988e3884e479fcde86dab69a,0,0,0,0,1,0,2,4,17,11,2021,4.2,0,1,0,0,5,8,0,1,0,0,11387.5
b45cfc4517eec62087dc996592290b15,0,0,0,0,0,1,1,3,30,8,2021,3.9,0,1,1,2,3,9,0,1,0,0,13450
8e352e495eeb0ea6f6a57e10523e7db6,0,0,0,0,1,0,4,5,22,11,2021,0,0,1,1,0,5,9,0,1,0,0,18487.5
037ae401a114568c9108c0c27538be3e,0,0,1,0,0,0,4,7,11,12,2021,3.7,0,1,1,1,3,7,0,1,0,0,15956.5
37d6f2b9bea5835a6893dc262f2c8de8,0,0,0,0,0,1,1,2,3,2,2021,3.7,0,1,0,2,3,3,0,0,1,0,3909.5
11d5895ff7cd32599e70115f94ad0e04,0,0,0,0,0,1,4,7,28,6,2021,4,0,1,1,2,3,11,0,1,0,0,25638.5
f77d2b77f0610ee09c413b967219b629,0,0,1,0,0,0,1,2,17,12,2021,0,0,1,2,1,3,2,0,1,0,0,13418.5
03beb894f8b03b337c27c0f48aa6fa72,0,0,0,0,1,0,4,7,15,3,2021,4.5,0,1,2,0,5,11,0,1,0,0,34609
a39fdd7ae610fc151b9f7b733fb01a48,0,0,0,1,0,0,3,4,10,11,2021,3.5,1,0,1,0,4,13,0,0,1,0,43452
f66e309e0d2cec3a814f4fc5d0b8660a,0,0,0,1,0,0,2,3,10,3,2021,3.75,0,1,4,0,4,0,0,1,0,0,20392
018a76022335e7db7b0d0dd691346750,0,0,0,0,0,1,2,4,19,4,2021,3.95,1,0,3,2,3,12,0,1,0,0,26232
677e9607a02bde84382957296ef051a5,0,0,0,0,0,1,5,5,10,12,2021,4,1,0,4,2,3,12,0,1,0,0,25999
f51fc253768a24334f835cad85f11d79,0,0,1,0,0,0,3,7,30,8,2021,3.933333333,0,1,1,1,3,7,0,1,0,0,16224.5
99890e3ecc0274111f4ed79d41178ccd,0,0,1,0,0,0,1,4,12,7,2021,0,0,1,1,1,3,0,0,1,0,0,9091
aba92dac7e4e38ff41c00d1af9ee9d1b,0,0,0,0,1,0,3,5,16,10,2021,4.5,0,1,0,0,5,11,0,1,0,0,37856
6f855b475773dccb752b52ba0a0424c8,1,0,0,0,0,1,1,5,5,4,2021,4.5,0,1,2,2,3,0,0,1,0,0,21556.5
20549d3c7bc4cb8737c329540368d574,0,0,1,0,0,0,4,6,11,5,2021,3.975,1,0,2,1,3,7,0,1,0,0,16215
6ed9a96a99fda25feee3324e92373527,0,0,0,0,0,1,3,4,7,8,2021,0,0,1,0,2,3,4,0,1,0,0,8661.5
a6c1f461dc153e5ed0af60aa51578114,0,0,0,0,1,0,4,5,11,10,2021,4.566666667,0,1,1,0,5,8,0,1,0,0,25109
c9300364bc5e47d8eb1598649839d7b2,0,0,0,0,1,0,1,2,16,10,2021,4.4,0,1,0,0,5,1,0,0,1,0,6981.5
02f08124f6cc5de9a08d6046c4bda0cf,1,0,0,0,1,0,2,5,2,8,2021,3.5,0,1,4,0,5,2,0,1,0,0,38887
69a362fcf834ec7c4dcfe27c160a203f,0,0,0,0,1,0,1,8,6,3,2021,4.1,0,1,1,0,5,0,0,1,0,0,29389
2123af510b59b3451ea4f39e911fa434,0,0,0,1,0,0,3,5,2,7,2021,4.166666667,0,1,1,0,4,7,0,1,0,0,18548.5
25db7db115ee9729b6aa3f29dee6f8fa,0,0,0,1,0,0,4,8,8,9,2021,4.325,0,1,2,0,4,16,0,1,0,0,31321.5
85a4002cabd1ac97232995c76c3c1217,0,0,0,0,1,0,2,4,20,12,2021,3.95,0,1,0,0,5,12,0,1,0,0,7674.5
a45311e4863b0101fbd0ea35cb1b2b30,0,0,0,1,0,0,4,8,29,1,2022,4.375,0,1,1,0,4,16,0,1,0,0,30661
0269955288a0d5019b0048b91c2a91a4,0,0,0,0,1,0,2,3,23,10,2021,3.75,0,1,0,0,5,1,0,0,1,0,8439
fea4aa18d1686a7838e8dbbe064a53da,0,1,0,0,0,0,1,2,25,11,2021,3.3,1,0,1,2,2,5,0,0,1,0,8894
1e6f1083781b92c64e6454755a4c28c9,0,0,0,1,0,0,2,4,15,10,2021,4.4,0,1,0,0,4,5,0,1,0,0,12044
d4701b2ac6e29c4753fb1136b8229b2f,0,0,0,0,1,0,2,3,12,9,2021,4,1,0,1,0,5,9,0,1,0,0,13560
ae410d9ad0e1df922271bbc9ca7fa6c5,0,0,0,0,0,1,1,3,8,2,2021,4.3,0,1,1,2,3,5,0,0,1,0,12633
d1703d9ffda5772f61989401aa13aa6e,0,0,0,0,1,0,3,3,9,5,2021,4.366666667,0,1,1,0,5,9,0,1,0,0,17673
7ead4c6b9b0228459f5cd528719a1d54,0,0,1,0,0,0,1,2,15,7,2021,0,1,0,0,1,3,0,0,1,0,0,6569
e7c46120d2640c8d1b6f0ec4c5f01257,0,0,1,0,0,0,2,4,7,10,2021,0,0,1,0,1,3,12,0,1,0,0,8810.5
99a75957b87211ea7baf3fe5dd40400f,0,0,1,0,0,0,4,6,27,3,2022,4.05,0,1,2,1,3,13,0,1,0,0,23888
9c43f3228209a795c2c2872fa25f1a77,0,0,0,0,1,0,3,7,7,6,2021,4.566666667,0,1,1,0,5,12,0,1,0,0,23405.5
39a3189675ddcdf1afe0fb2e871b7984,0,0,1,0,0,0,2,4,11,11,2021,3.95,0,1,0,1,3,12,0,1,0,0,7550.5
1d98023692aea4db0bc8dd958f2c1758,0,0,0,0,1,0,1,3,24,5,2021,4.1,0,1,1,0,5,7,0,1,0,0,17205
f96964a5a8151e2ac94365e06b1c0748,0,0,0,0,0,1,2,4,26,9,2021,0,0,1,2,2,3,5,0,1,0,0,16260.5
dfddc2319d45a29956f39e390184edde,0,0,1,0,0,0,3,5,1,12,2021,4,0,1,4,1,3,6,0,1,0,0,25725.5
90e1f42d3ac8515510ac3a5963ebde7d,0,0,0,0,0,1,1,6,14,6,2021,0,0,1,0,2,3,0,0,1,0,0,46053.5
629cbf5b43e5177019bcd4efab7e3c01,0,0,0,0,0,1,4,8,21,8,2021,4.025,0,1,1,2,3,16,0,1,0,0,17994.5
e803f115a0eab1af1eeff611fcb70e4c,0,0,0,0,0,1,2,5,21,5,2021,0,1,0,1,2,3,6,0,1,0,0,10329.5
efcc60ff68952790d8d0ada503127764,0,0,1,0,0,0,1,2,28,10,2021,4.1,0,1,2,1,3,5,0,0,1,0,10704.5
8926d84ab4ee25b58abc07f3ded84e32,0,0,1,0,0,0,1,3,19,6,2021,3.9,0,1,1,1,3,4,0,0,1,0,10434.5
3b9b41f085735124f0280a8d075a8fe2,0,0,0,0,1,0,2,4,8,10,2021,4.25,0,1,1,0,5,12,0,1,0,0,12829.5
28ae0cd67659d53500a2af1e7e476768,0,0,0,0,0,1,1,3,3,8,2021,4.2,0,1,2,2,3,8,0,1,0,0,9940
b6639d496b3f5bf75140e7df0c78a413,0,0,0,0,0,1,3,5,15,11,2021,4.5,0,1,2,2,3,11,0,1,0,0,21855
95ece35b159383064bb8d282b4fb0eab,0,0,0,1,0,0,2,6,17,4,2021,4.45,1,0,1,0,4,15,0,1,0,0,34249
222037430b99d04ac260dd73aa24b38e,0,0,0,0,0,1,4,7,6,5,2021,4.4,1,0,1,2,3,6,0,1,0,0,31079.5
990668ca5efad986252c57d2936bba39,0,0,0,0,1,0,5,9,23,2,2021,4.4,1,0,1,0,5,11,0,1,0,0,46713.5
6000fce748023d284a8cece9aafe9e92,0,0,0,0,1,0,3,4,26,8,2021,4.366666667,0,1,0,0,5,9,0,1,0,0,17082.5
